"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Href","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"868","La Liga","2022-08-28","La Liga (Matchweek 3)","Espanyol","4-1-4-1",1,1.3,"Joselu · 43&rsquor; Benjamin Lecomte · 90+6&rsquor;","0","1","Real Madrid","4-3-3",3,2.1,"Vinicius Júnior · 12&rsquor; Karim Benzema · 88&rsquor; Karim Benzema · 90+10&rsquor;","0","0","https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga","Real Madrid","Away","Lucas Vázquez","/en/players/fd51b456/Lucas-Vazquez",17,"ESP","RB","31-058",84,0,0,0,0,0,0,0,0,56,1,1,1,0,0,0.1,3,0,47,51,92.2,2,24,0,0,0
"869","La Liga","2022-08-28","La Liga (Matchweek 3)","Espanyol","4-1-4-1",1,1.3,"Joselu · 43&rsquor; Benjamin Lecomte · 90+6&rsquor;","0","1","Real Madrid","4-3-3",3,2.1,"Vinicius Júnior · 12&rsquor; Karim Benzema · 88&rsquor; Karim Benzema · 90+10&rsquor;","0","0","https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga","Real Madrid","Away","Dani Carvajal","/en/players/4958bfb2/Dani-Carvajal",2,"ESP","RB","30-229",6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,75,0,1,0,0,0
"870","La Liga","2022-08-28","La Liga (Matchweek 3)","Espanyol","4-1-4-1",1,1.3,"Joselu · 43&rsquor; Benjamin Lecomte · 90+6&rsquor;","0","1","Real Madrid","4-3-3",3,2.1,"Vinicius Júnior · 12&rsquor; Karim Benzema · 88&rsquor; Karim Benzema · 90+10&rsquor;","0","0","https://fbref.com/en/matches/36d21a47/Espanyol-Real-Madrid-August-28-2022-La-Liga","Real Madrid","Away","Thibaut Courtois","/en/players/1840e36d/Thibaut-Courtois",1,"BEL","GK","30-109",90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0.1,1,0,29,36,80.6,0,31,0,0,0
"871","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Álvaro Negredo","/en/players/63b0ca6b/Alvaro-Negredo",18,"ESP","FW","37-009",90,0,0,0,0,2,1,0,0,35,1,0,0,0.1,0.1,0.1,4,0,14,25,56,1,11,0,1,1
"872","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Anthony Lozano","/en/players/38699c72/Anthony-Lozano",9,"HON","FW","29-126",66,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0.1,1,0,9,12,75,3,14,1,3,0
"873","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Lucas Pérez","/en/players/a300ac7e/Lucas-Perez",15,"ESP","FW","33-353",24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,10,70,0,5,0,0,0
"874","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Santiago Arzamendia","/en/players/759d8dd7/Santiago-Arzamendia",21,"PAR","LM,LB","24-116",90,0,0,0,0,0,0,0,0,42,0,0,3,0,0,0.1,2,0,24,34,70.6,2,19,0,1,0
"875","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","José Mari","/en/players/6f4c734d/Jose-Mari",6,"ESP","CM","34-266",45,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,1,0,17,21,81,1,7,0,0,0
"876","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Fede San Emeterio","/en/players/efecd633/Fede-San-Emeterio",24,"ESP","CM","25-166",45,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,18,20,90,2,10,0,0,0
"877","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Blanco","/en/players/e8deefd6/Blanco",36,"","CM","22-037",60,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Álex Fernández","/en/players/aa677a35/Alex-Fernandez",8,"ESP","CM","29-318",30,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0,1,0,13,14,92.9,2,9,0,0,0
"879","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Iván Alejo","/en/players/3d7e48ce/Ivan-Alejo",11,"ESP","RM","27-200",90,0,0,0,0,4,1,1,0,50,1,0,1,0.1,0.1,0,1,0,21,33,63.6,1,26,3,6,1
"880","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Alfonso Espino","/en/players/db001fa9/Alfonso-Espino",22,"URU","LB","30-236",60,0,0,0,0,0,0,1,0,43,3,2,2,0,0,0,1,0,21,31,67.7,3,14,0,1,0
"881","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Awer Mabil","/en/players/922da988/Awer-Mabil",17,"AUS","LM","26-348",30,0,0,0,0,2,1,0,0,15,0,0,0,0.1,0.1,0,0,0,7,10,70,1,13,1,2,0
"882","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Fali","/en/players/72a84002/Fali",3,"ESP","CB","29-017",45,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,11,13,84.6,2,7,0,0,0
"883","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Víctor Chust","/en/players/ec1a731e/Victor-Chust",32,"ESP","CB","22-177",45,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0,0,0,19,22,86.4,0,14,0,0,0
"884","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Luis Hernández","/en/players/02d2c436/Luis-Hernandez",23,"ESP","CB","33-137",90,0,0,0,0,0,0,0,0,50,0,2,1,0,0,0,0,0,31,42,73.8,1,20,0,0,0
"885","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Joseba Zaldúa","/en/players/5ca20b7a/Joseba-Zaldua",2,"ESP","RB","30-066",90,0,0,0,0,1,0,0,0,45,3,1,0,0,0,0,0,0,28,38,73.7,1,22,3,1,1
"886","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Cádiz","Home","Jeremías Ledesma","/en/players/6c4776b1/Jeremias-Ledesma",1,"ARG","GK","29-197",90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,28,37,75.7,0,21,0,0,0
"887","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Iñaki Williams","/en/players/6a99e0b1/Inaki-Williams",9,"GHA","FW","28-075",53,1,0,0,1,4,2,0,0,17,0,0,0,1.2,0.4,0,1,1,7,10,70,0,11,1,1,1
"888","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Gorka Guruzeta","/en/players/6b5ea2f4/Gorka-Guruzeta",12,"ESP","FW","25-351",37,2,0,0,0,2,2,0,0,12,1,1,0,0.2,0.2,0.1,1,0,6,8,75,1,8,0,0,0
"889","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Álex Berenguer","/en/players/dc1c2fce/Alex-Berenguer",7,"ESP","LW","27-056",87,1,0,0,0,3,1,0,0,56,1,0,1,0.6,0.6,0.2,4,0,36,43,83.7,1,36,3,1,0
"890","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Jon Morcillo","/en/players/b7d7f3bf/Jon-Morcillo",2,"ESP","RM,LW","23-348",3,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0.2,2,1,7,7,100,0,7,1,2,1
"891","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Nico Williams","/en/players/afdc14d7/Nico-Williams",11,"ESP","RW","20-048",81,0,1,0,0,4,1,0,0,46,0,0,2,0.2,0.2,0.7,6,1,26,32,81.3,1,33,6,7,3
"892","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Raúl García","/en/players/b418dbd4/Raul-Garcia",22,"ESP","RW,FW","36-049",9,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0,1,1,11,13,84.6,4,10,1,0,0
"893","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Iker Muniain","/en/players/c05dfb74/Iker-Muniain",10,"ESP","AM,LM","29-253",90,0,0,0,0,0,0,0,0,78,0,1,0,0,0,0,3,0,58,71,81.7,6,56,2,3,3
"894","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Mikel Vesga","/en/players/b0fce72c/Mikel-Vesga",6,"ESP","DM,CM","29-100",90,0,0,0,0,2,0,0,0,87,2,1,2,0.1,0.1,0.1,2,0,65,72,90.3,8,56,0,1,1
"895","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Oihan Sancet","/en/players/bdb624a3/Oihan-Sancet",8,"ESP","DM","22-126",87,0,0,0,0,0,0,0,0,56,0,0,2,0,0,0.1,2,0,46,50,92,7,41,5,4,3
"896","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Dani García","/en/players/240d3a0b/Dani-Garcia",14,"ESP","CM,DM","32-097",3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,83.3,2,4,0,0,0
"897","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Iñigo Lekue","/en/players/59b7d823/Inigo-Lekue",15,"ESP","LB","29-117",87,0,1,0,0,2,0,1,0,73,2,1,1,0.1,0.1,0.1,4,1,54,57,94.7,3,45,5,4,2
"898","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Aitor Paredes","/en/players/b906757a/Aitor-Paredes",31,"ESP","LB","22-122",3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,6,7,85.7,0,3,0,0,0
"899","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Yeray Álvarez","/en/players/3ecc11d8/Yeray-Alvarez",5,"ESP","CB","27-217",90,0,0,0,0,0,0,0,0,80,1,1,2,0,0,0,1,0,59,68,86.8,5,46,0,0,0
"900","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Daniel Vivian","/en/players/ab7bf91d/Daniel-Vivian",3,"ESP","CB","23-045",90,0,0,0,0,1,1,0,0,66,4,1,0,0,0,0,0,0,51,56,91.1,3,46,2,0,0
"901","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Óscar de Marcos","/en/players/9f323c71/Oscar-de-Marcos",18,"ESP","RB","33-137",90,0,0,0,0,0,0,0,0,93,2,0,2,0,0,0.2,2,0,66,85,77.6,8,66,1,0,0
"902","La Liga","2022-08-29","La Liga (Matchweek 3)","Cádiz","4-4-2",0,0.4,"","2","0","Athletic Club","4-2-3-1",4,2.4,"Iñaki Williams · 24&rsquor; Gorka Guruzeta · 56&rsquor; Álex Berenguer · 78&rsquor; Gorka Guruzeta · 90+3&rsquor;","1","0","https://fbref.com/en/matches/af336b4a/Cadiz-Athletic-Club-August-29-2022-La-Liga","Athletic Club","Away","Unai Simón","/en/players/5dcf3e90/Unai-Simon",1,"ESP","GK","25-079",90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,21,28,75,0,21,0,0,0
"903","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Marcos André","/en/players/ae86d473/Marcos-Andre",22,"BRA","FW","25-313",73,0,0,0,0,3,0,1,0,24,1,0,0,0.2,0.2,0,3,0,11,16,68.8,1,13,1,5,3
"904","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Maxi Gómez","/en/players/4c2e9442/Maxi-Gomez",9,"URU","FW","26-015",17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,100,0,2,0,1,0
"905","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Samuel Lino","/en/players/2a295d33/Samuel-Lino",16,"BRA","LW,WB","22-249",90,0,0,0,0,2,1,0,0,51,0,0,0,0.1,0.1,0,2,0,34,44,77.3,2,40,3,6,3
"906","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Samu Castillejo","/en/players/130a7a3f/Samu-Castillejo",11,"ESP","RW","27-223",73,0,0,0,0,2,1,0,0,53,0,0,3,0.1,0.1,0.1,4,0,33,41,80.5,3,39,5,4,2
"907","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Francisco Perez","/en/players/3d79a68c/Francisco-Perez",29,"ESP","WB,RW","19-354",17,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,9,10,90,2,11,0,2,2
"908","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Carlos Soler","/en/players/fed17f5a/Carlos-Soler",10,"ESP","AM","25-239",90,0,0,0,0,2,0,0,0,52,0,0,1,0.1,0.1,0.1,2,0,32,43,74.4,4,31,1,0,0
"909","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Hugo Guillamón","/en/players/45d96179/Hugo-Guillamon",6,"","DM","22-210",68,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Nicolás González","/en/players/2c56a792/Nicolas-Gonzalez",17,"ESP","DM,CM","20-238",22,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,19,21,90.5,1,13,1,1,1
"911","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Yunus Musah","/en/players/b51b1b9c/Yunus-Musah",4,"USA","DM,CM","19-273",90,0,0,0,0,0,0,0,0,55,3,1,1,0,0,0,2,0,38,45,84.4,7,35,4,3,0
"912","La Liga","2022-08-29","La Liga (Matchweek 3)","Valencia","4-2-3-1",0,0.5,"","4","0","Atlético Madrid","5-3-2",1,1.5,"Antoine Griezmann · 66&rsquor;","3","0","https://fbref.com/en/matches/da3b5ed5/Valencia-Atletico-Madrid-August-29-2022-La-Liga","Valencia","Home","Toni Lato","/en/players/8e088e04/Toni-Lato",3,"ESP","LB","24-281",80,0,0,0,0,1,0,0,0,80,0,0,1,0,0,0.2,4,0,67,75,89.3,4,55,3,0,0
